NAME,DETAIL,PHONE,ADDR1,ZIP,BORO,X,Y,EMAIL,WEBSITE
"PICKWICK SCHOOL, INC.",,718-526-1340,15115 85 Drive,11432,Queens,1037832,197999,pickwickschool@gmail.com,www.pickwickschool.com
"South Jamaica Center For Children and Parents, Inc.",<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-523-6455,94-43 159 Street,11433,Queens,1040547,195093,ACANTEYSJC@AOL.COM,
"Rochdale Village Nursery School, Inc.",,718-723-2224,170-30 130 Avenue,11434,Queens,1047824,185923,Rrochdalenursery@aim.com,None
IT'S MY TURN,,718-845-4973,131-13 Liberty Avenue,11419,Queens,1035674,190876,playmatesnurseryinc@gmail.com,
Afro-American #4,,718-526-3068,10817 159 Street,11433,Queens,1041495,192554,lccalic@yahoo.com,
Renanim Day Care,,718-206-4400,141-29 84 Drive,11435,Queens,1035290,198279,Renanimbriarwood@gmail.com,Renanim Preschool
Rising Stars Islamic School (LCNA),,646-243-5895,166-26 89 Avenue,11432,Queens,1041264,197375,islamicschool1199@gmail.com,NA
Bright Kids Day Care,,718-262-0909,108-42 Sutphin Boulevard,11435,Queens,1040117,191442,shafique.hasan75@gmail.com,https://http://brightkidsdaycare.info
Learning Ladder Center,,718-480-6444,125-19 101 Avenue,11419,Queens,1034094,191358,learningladderctr@gmail.com,https://learningladdercenter.com
Baby Steps Daycare Center II,,347-960-8334,112-18 76 Road,11375,Queens,1030247,200767,babystepsfh@gmail.com,nybabysteps.com
YC Child & Family Center,,718-262-2199,94-12 160 Street,11451,Queens,1040235,195209,cclendenin@york.cuny.edu,York.cuny.edu/student development/child-and-family-center
Sholom Sholom Inc.,,718-850-2934,84-15 Beverly Road,11415,Queens,1031241,197128,sholomdaycare@aol.com,https://http://www.kewgardenspreschool.com/
"Beth Gavriel DCC, Inc.",,917-416-4416,119-03 80 Road,11415,Queens,1030667,198880,legoldenkey@gmail.com,BETHGAVRIEL.DCC@GMAIL.COM
Allen Christian School,,718-657-2500,114-32 MERRICK BOULEVARD,11434,Queens,1045591,191007,lmorant@allenchristianschool.org,Do not have one
Ivy Day School,,718-997-1997,104-70 Queens Boulevard,11375,Queens,1026265,202723,ivy3info@ivydayschool.com,www.ivydayschool.com
Lutheran Church of Our Saviour - Church Campus,,718-897-4343,92-14 63 Drive,11374,Queens,1021949,204368,jsilverio@our-saviour.org,www.osnyec.org
Talented Little Children III,,718-658-4384,104-18 134 Street,11419,Queens,1036203,190994,tlcspirit2000@gmail.com,https://tlcpreschoolnyc.org
"Independent Kidz Daycare, Inc.",,718-899-4200,63-49 Alderton Street,11374,Queens,1021557,203943,ikidzdaycare.inc@gmail.com,www.ikidzdaycare.com
Wonderland,,718-255-6262,99-06 67 ROAD,11375,Queens,1024626,203097,wonderlandjewishdaycare@gmail.com,
Aleph Bet Toddler Care Inc,,718-440-4882,84-75 Daniels Street,11435,Queens,1035790,198685,academyalephbet@gmail.com,https://www.alephbetacademy.com
Baby Steps Daycare Center Inc,,347-644-5528,64-11 Fleet Street,11374,Queens,1023353,201466,babystepsfleet@gmail.com,nybabysteps.com
Kuei Luck Early Childhood Center,,718-679-9909,99-39 66 Avenue,11374,Queens,1024592,204702,ygu@klpreschool.com,
Kidz World Early Childhood Center,,718-528-9000,122-01 Guy R Brewer Boulevard,11434,Queens,1045370,186760,sandychildren@msn.com,kidzworldearlychildhoodcenter.com
Ezra Jack Keats Pre-K Center at 153-36 89th Ave,,718-557-8760,153-36 89 Avenue,11432,Queens,1039192,196355,dduff@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District28PKC
Ezra Jack Keats Pre-K Center at 132-10 Jamaica Avenue,,718-298-7900,132-10 Jamaica Avenue,11418,Queens,1034164,195085,dduff@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District28PKC
Ezra Jack Keats Pre-K Center at 83-30 Kew Gardens Road,,718-558-6300,83-30 Kew Gardens Road,11415,Queens,1032090,198087,dduff@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District28PKC
P.S. 015 Jackie Robinson,,718-525-1670,121-15 LUCAS STREET,11413,Queens,1051614,189303,AKtori@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q015
P.S. 034 John Harvard,,718-465-6818,104-12 SPRINGFIELD BOULEVARD,11429,Queens,1056962,198450,PShakes@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q034
P.S. 035 Nathaniel Woodhull,,718-465-6820,191-02 90 Avenue,11423,Queens,1048277,199369,MDempsey@schools.nyc.gov,https://ps35q.org
Cynthia Jenkins School,,718-528-5399,179-37 137 Avenue,11434,Queens,1051188,185690,PBenjam@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q037
P.S. 052 Queens,,718-528-2238,178-37 146 Terrace,11434,Queens,1048979,180298,lpough@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q052
P.S./I.S. 116 William C. Hughley,,718-526-4884,107-25 WREN PLACE,11433,Queens,1044713,194644,DFarrow@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q116
P.S. 118 Lorraine Hansberry,,718-465-5538,190-20 109 Road,11412,Queens,1049303,195657,pbala@schools.nyc.gov,https://www.PS118Q.org
P.S. 132 Ralph Bunche,,718-528-5734,132-15 218 Street,11413,Queens,1053691,187867,ahawkinsdavis@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q132
P.S. 134 Hollis,,718-464-5544,203-02 109 Avenue,11412,Queens,1052208,197256,RChambe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q134
The Bellaire School,,718-464-2119,207-11 89 Avenue,11427,Queens,1051511,201882,Agritz2@schools.nyc.gov,
P.S. 136 Roy Wilkins,,718-465-2286,201-15 115 Avenue,11412,Queens,1052873,193880,twalker@schools.nyc.gov,https://ps136.weebly.com
P.S./M.S. 138 Sunrise,,718-528-9053,251-11 WELLER AVENUE,11422,Queens,1057841,179723,JMcEnan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q138
P.S./M.S. 147 Ronald McNair,,718-528-2420,218-01 116 Avenue,11411,Queens,1056222,193481,Jpressey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q147
P.S. 156 Laurelton,,718-528-9173,229-02 137 Avenue,11413,Queens,1055567,184448,sjackso12@schools.nyc.gov,
P.S. 176 Cambria Heights,,718-525-4057,120-45 235 Street,11411,Queens,1059157,188949,mcoccarelli@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q176
P.S. 181 Brookfield,,718-528-5807,148-15 230 Street,11413,Queens,1052807,178368,DWheele2@schools.nyc.gov,https://PS181Q.ORG
P.S. 195 William Haberle,,718-723-0313,253-50 149 Avenue,11422,Queens,1057591,177209,CBailey5@schools.nyc.gov,ps195magnet.org
P.S. 251 Queens,,718-276-2745,144-51 ARTHUR STREET,11413,Queens,1050999,181758,RBarryG@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q251
The Gordon Parks School,,718-341-8280,233-15 MERRICK BOULEVARD,11422,Queens,1057353,185310,CHarper2@schools.nyc.gov,https://sites.google.com/gordonparksschool.org/gps270q/
P.S./I.S. 295,,718-464-1433,222-14 JAMAICA AVENUE,11428,Queens,1058685,201984,DLavigneJones@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q295
P.S. 360,,718-776-7370,199-10 112 Avenue,11412,Queens,1051823,195289,RCooke3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q360
Incarnation School,,718-465-5066,89-15 Francis Lewis Boulevard,11427,Queens,1051423,201407,principal@incrcc.org,www.incarnationqv.org
Sacred Heart Catholic Academy,,718-527-0123,115-50 221 Street,11411,Queens,1057003,193854,sacredheartrcch@gmail.com,
St. Clare Catholic Academy,,718-528-7174,137-25 Brookville Boulevard,11422,Queens,1057487,183258,SCCA@stclarecatholicacademy.org,stclarecatholicacademy.org
Stepping Stone Pre & Grade School,,718-465-2344,114-28 Francis Lewis Boulevard,11411,Queens,1053999,194633,steppingstone1982@hotmail.com,https://steppingstone1982.com
Saints Joachim and Anne School,,718-465-2230,218-19 105 Avenue,11429,Queens,1056691,198832,ssjaschool@aol.com,https://www.ssjaschool.org
EARLY SUNRISE PRESCHOOL,,718-736-9064,18708 Hillside Avenue,11432,Queens,1046665,199698,Horna21547@aol.com,
Saratoga Early Childhood Education Center,,718-244-0670,17515 Rockaway Boulevard,11434,Queens,1048162,179040,fperez@hfhnyc.org,https://hfh.org
"A to Z Center Too, Inc.",,718-740-8400,220-24 Jamaica Avenue,11428,Queens,1058114,201386,atozcentertoo@yahoo.com,https://atozcentertoo.com
Be Above Site 16,,718-978-0400,189-26 Linden Boulevard,11412,Queens,1050411,191374,trobinson.beabove@gmail.com,
Be Above 22 (New World Education Center),,718-528-8751,137-37 Farmers Boulevard,11434,Queens,1049800,184577,apatterson@babove.com,n/a
"Xcel Tiny Tots, Inc.",,718-740-2557,113-15 Springfield Boulevard,11429,Queens,1056311,195743,xceltinytotsupk@gmail.com,https://http://xceltinytots.com
"Early Sunrise Preschool and Kindergarten, Inc.",,718-736-9064,187-10 Hillside Avenue,11432,Queens,1046683,199706,Horna21547@aol.com,
"St. Albans Montessori Day Care Center, Inc.",,718-341-5945,118-49 Montauk Street,11412,Queens,1049845,190120,rhogans@samaol.com,https://SaintAlbansMontessori.com
APPLE TREE NURSERY SCHOOL,,718-374-0002,8225 164 Street,11432,Queens,1038730,201187,cheller@queenscp.org,
All My Children Day Care (Mayfield),,718-658-1563,17544 Mayfield Road,11432,Queens,1042639,200485,ckessler@allmychildrendaycare.com,https://allmychildrendaycare.com
"Blanche Community Progress Day Care Center, Inc.",<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-479-1800,109-60 202 Street,11412,Queens,1052014,196609,blancheelc@gmail.com,
Committee for Early Childhood Development,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-464-2422,193-04 Jamaica Avenue,11423,Queens,1048844,199116,mbafunso@msn.com,cecdhs.org
Queens Early Childhood Center,,718-527-5220,145-02 Farmers Boulevard,11434,Queens,1048668,182065,marjory.antoine@birchfamilyservices.org,https://birchfamilyservices.org
Kids Circle Daycare,,718-380-1280,164-04 Goethals Avenue,11432,Queens,1038694,201346,thekidscircle@aol.com,https://kidscircledaycare.com
LAURELTON DAY CARE,,718-712-1860,14119 224 Street,11413,Queens,1053224,183130,laureltondaycare@aol.com,https://laureltonacademy.net
OUR SAVIOUR LUTHERAN,,718-739-7452,90-04 175 Street,11432,Queens,1043333,197890,oursaviourdirector@gmail.com,https://oursaviourjamaica.com
REDEEMER LUTHERAN CHURCH AND NURSERY SCHOOL,,718-465-3252,9210 217 Street,11428,Queens,1055738,202583,redeemernurseryschool@gmail.com,https://redeemerqv.org
Charles R Drew ELC 1,,718-740-2400,10945 207 Street,11429,Queens,1053511,197278,lcjones@crdfs.org,www.charlesrdrewearlylearningcenter.org
Quick Start Day Care Center,,718-978-0800,118-46 Riverton Street,11412,Queens,1049910,190389,Quickstartps@aol.com,
"Mona Prep Day Care, Inc.",,718-525-8555,24115 North Conduit Avenue,11422,Queens,1057456,182294,monaprepdaycare@aol.com,https://www.monaprepdaycare@aol.com
Cambria Center for the Gifted Child,,718-341-1991,233-10 Linden Boulevard,11411,Queens,1059516,191077,info@ccgcschool.org,www.ccgcschool.org
Our Kids Place Country Day,,718-276-3722,137-25 Brookville Boulevard,11422,Queens,1057476,183228,contact@ourkidsplacecares.com,www.ourkidsplacecares.com
The Laugh and Learn Place,,718-525-6194,228-23 Merrick Boulevard,11413,Queens,1055977,185904,lldaycare1@gmail.com,https://laughandlearnplace.com
"Nurturing Center, Inc.",,718-527-5932,112-18 Springfield Boulevard,11429,Queens,1056269,196216,Thenurturingcenter@gmail.com,www.nurturingcenterandacademy.com
HAUP UPK PROGRAM,,718-749-5865,197-25 Hillside Avenue,11423,Queens,1049364,201145,esaintlouis@haupinc.org,https://haupinc.org
Little People Day Care of NY,,718-977-1015,216-02 137 Avenue,11413,Queens,1052219,185718,gilliancoy@yahoo.com,https://littlepeopledaycare.org
Committee For Early Childhood Development DCC,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-264-6573,193-25 Jamaica Avenue,11423,Queens,1049009,199312,mbafunso@msn.com,cecdhs.org
Academy of Excellence Bell Park 7,,718-523-4400,178-36 Wexford Terrace,11432,Queens,1044044,199244,childcarenyc@aol.com,www.Aoe.school.com 
"Sunshine Learning Center, Inc.",,718-525-2154,201 02-04 Linden Boulevard,11412,Queens,1053182,192390,sunshinelcenter@aol.com,
Kidz World Early Childhood Center,,718-276-7649,217-21 Merrick Boulevard,11413,Queens,1053231,187082,kidzworldecc@gmail.com,kidzworldearlychildhoodcenter.com
District 29 Pre-K Center at 168-42 Jamaica Avenue,,718-480-2540,168-42 Jamaica Avenue,11432,Queens,1042225,196805,efogel@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District29PKC
District 29 Pre-K Center at 100-05 Springfield Boulevard,,718-736-1890,100-05 Springfield Boulevard,11429,Queens,1057653,199787,funderw@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District29PKC
P.S. 017 Henry David Thoreau,,718-278-1220,28-37 29 Street,11102,Queens,1005622,219185,Rheyward@schools.nyc.gov,PS17Queens.org
P.S. 069 Jackson Heights,,718-424-7700,77-02 37 Avenue,11372,Queens,1015130,212171,Jlyons@schools.nyc.gov,
P.S. 070,,718-728-4646,30-44 43 Street,11103,Queens,1008182,216737,dgeller@schools.nyc.gov,PS070Q.ECHALKSITES.COM
P.S. 076 William Hallet,,718-361-7464,36-36 10 Street,11106,Queens,1000500,216525,sgarcia3@schools.nyc.gov,www.ps76q.org
P.S./I.S. 78Q,,718-392-5402,48-09 CENTER BOULEVARD,11109,Queens,996037,210512,lpavone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q078
P.S. 084 Steinway,,718-278-1915,22-45 41 Street,11105,Queens,1010255,220246,aachilles@schools.nyc.gov,www.ps84eboard.com
P.S. 085 Judge Charles Vallone,,718-278-3630,23-70 31 Street,11105,Queens,1007802,220927,aamato2@schools.nyc.gov,www.ps85q.org
P.S. 092 Harry T. Stewart Sr.,,718-533-1013,99-01 34 Avenue,11368,Queens,1020556,214742,ereyes5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q092
P.S. 111 Jacob Blackwell,,718-786-2073,37-15 13 Street,11101,Queens,1001090,215721,DJaggon2@schools.nyc.gov,https://ps111q.org
P.S. 112 Dutch Kills,,718-784-5250,25-05 37 Avenue,11101,Queens,1002486,215081,ypolanco7@schools.nyc.gov,https://www.ps112q.org/
P.S. 122 Mamie Fay,,718-721-6410,21-21 DITMARS BOULEVARD,11105,Queens,1007503,223572,PSabel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q122
P.S. 127 Aerospace Science Magnet School,,718-446-4700,98-01 25 Avenue,11369,Queens,1019884,217981,aberas@schools.nyc.gov,DOE PS/IS 127
P.S. 148 Queens,,718-898-8181,89-02 32 Avenue,11369,Queens,1017847,215510,YHarvey@schools.nyc.gov,
P.S. 150 Queens,,718-784-2252,40-01 43 Avenue,11104,Queens,1005476,210979,CParache@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q150
P.S. 151 Mary D. Carter,,718-728-2676,50-05 31 Avenue,11377,Queens,1009600,215302,nryans@schools.nyc.gov,
P.S. 152 Gwendoline N. Alleyne School,,718-429-3141,33-52 62 Street,11377,Queens,1011858,213657,walameda2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q152
P.S. 166 Henry Gradstein,,718-786-6703,33-09 35 Avenue,11106,Queens,1004706,215185,30q166@schools.nyc.gov,www.ps166q.com
P.S. 171 Peter G. Van Alst,,718-932-0909,14-14 29 Avenue,11102,Queens,1003909,220192,DReyes10@schools.nyc.gov,http://ps171q.wixsite.com/ps171q
P.S. 212,,718-898-6973,34-25 82 Street,11372,Queens,1016205,213688,cellis6@schools.nyc.gov,https://ps212.com
P.S. Q222 - Fire Fighter Christopher A. Santora School,,718-429-2563,86-15 37 Avenue,11372,Queens,1017503,212705,30q222@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q222
P.S. 228 Early Childhood Magnet School of the Arts,,718-899-5799,32-63 93 Street,11369,Queens,1018910,215074,oguzman@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q228
P.S. 234,,718-956-2760,30-15 29 Street,11102,Queens,1005540,218753,DDanner@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q234
The Woodside Community School,,718-592-3300,39-07 57 STREET,11377,Queens,1010261,211774,info@ps361q.org,https://ps361q.org
"Garden School, Inc.",,718-335-6363,3316 79 Street,11372,Queens,1015193,214146,info@gardenschool.org,https://www.gardenschool.org
Immaculate Conception School,,718-728-1969,21-63 29 Street,11105,Queens,1008949,222490,principal@icsastoria.org,https://icsastoria.org
GRACE LUTHERAN SCHOOL,,718-545-1129,3120 21 Avenue,11105,Queens,1009762,222491,info@astorialutheranschool.com,https://astorialutheranschool.com
Razi School,,718-779-0711,55-11 QUEENS BOULEVARD,11377,Queens,1009267,209667,imani@razischool.org,https://www.razischool.org
St. Sebastian School,,718-429-1982,39-76 58 Street,11377,Queens,1010185,211092,ssspka@stsebastianacademy.org,www.stsebastianacademy.org
Mi Nuevo Mundo (31-05 51st Street),,718-626-7394,31-05 51 Street,11377,Queens,1009812,214965,director@minuevomundonyc.com,
ElBer Islamic School,,917-362-1130,25-42 49 Street,11103,Queens,1010414,217481,office@elberschool.org,
Jackson Heights Learning Center Annex,,718-779-5437,7910 34 Avenue,11372,Queens,1015411,213723,JHELC@kindersproutselc.com,
Lolly's Early Childhood Center,,718-729-9071,5-44 47 Avenue,11101,Queens,997043,210874,info@lollyslearningcenter.com,www.lollyslearningcenter.com
Kid Krazy,,718-204-0646,2519 27 Street,11102,Queens,1006262,220364,kdkrzyprschl@aol.com,kidkrazypreschool.com
SCO Family of Services Jerome Hardeman ECE,,718-779-1660,29-49 Gillmore Street,11369,Queens,1021867,216706,mfadoul@sco.com,https://sco.org
Child Center of NY 1,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-943-2800,60-02 Roosevelt Avenue,11377,Queens,1010890,210856,mariemason@childcenterny.org,https://childcenterny.org
Queensbridge ECDC,,718-722-6026,38-11 27 Street,11101,Queens,1002192,214313,desiree.fyson@ccbq.org,https://ccbq.org
PAL Woodside Early Learn Center,<b>Note:</b> This program includes Head Start seats. Contact site for more information.,718-278-3616,5037 Broadway,11377,Queens,1009287,214406,skelley@palnyc.org,https://www.palnyc.org
"A CHILD'S PLACE TOO, INC.",,718-565-2466,100-10 Astoria Boulevard,11369,Queens,1020594,216770,linda@achildsplacetoo.com,https://achildsplacetoo.com
Little Friends School Sunnyside,,718-786-4644,43-42 47 Street,11104,Queens,1007014,210182,Littlefriends@kindersproutselc.com,https://kindersproutselc.com
Long Island City YMCA,,212-912-2576,3223 Queens Boulevard,11101,Queens,1003018,210744,mschwartz@ymcanyc.org,https://ymcanyc.org/lic
All Children's Child Care (31st Avenue),,718-777-2011,32-04 31 Avenue,11106,Queens,1005693,217526,nycdaycare24@aol.com,https://www.allchildrenschildcare.org
All Children's Child Care (24th Street),,718-707-0501,3501 24 Street,11106,Queens,1002858,216153,nycdaycare24@aol.com,https://allchildrenschildcare.org
Brite Adventure Center (58th Street),,718-274-4769,4131 58 Street,11377,Queens,1010067,210253,nycdaycare24@aol.com,https://brightbeginningschildcenter.com/
Christ Evangelical Lutheran Church,,718-205-1425,33-57 58 Street,11377,Queens,1011041,213285,Christchildcare58@gmail.com,www.christchurchwoodside.com
Jackson Children's Services,,718-205-1919,31-36 88 Street,11369,Queens,1017376,215709,jacksonjcs@jacksonchild.com,
Kid Krazy at 21st Avenue,,718-545-5728,2125 21 Avenue,11105,Queens,1008100,224198,kdkrzyprschl@aol.com,kidkrazypreschool.com
QUEENSVIEW NURSERY SCHOOL & KINDERGARTEN,,718-728-4164,2136 33 Road,11106,Queens,1003153,217260,info@queensviewschool.com,http://queensviewschool.com
RAINBOWLAND NURSERY SCHOOL,,718-899-7590,3960 54 Street,11377,Queens,1009194,211347,info@rainbowlandschool.org,
RAINBOWLAND NURSERY SCHOOL,,718-803-1728,3311 77 Street,11372,Queens,1014792,214233,info@rainbowlandschool.org,
Saint Francis of Assisi School,,718-726-9405,2118 46 Street,11105,Queens,1011680,220497,lnealis@sfaacademy.org,www.sfaacademy.org
Saint Joseph School,,718-728-0724,28-46 44 Street,11103,Queens,1008746,217246,mmcmahon@sjcalic.org,www.sjcalic.org
Atonement Preschool,,718-639-6074,3061 87 Street,11369,Queens,1017149,216191,AWalbrodt@aol.com,none
PAL Western Queens,,718-784-2092,10-26 41 Avenue,11101,Queens,999430,214286,vrichardson@palnyc.org,https://palnyc.org
"ABC Kiddieland, Inc.",,718-651-3551,65-21A Roosevelt Avenue,11377,Queens,1012431,211196,abckiddieland@verizon.net,
Mushroom House Day Care LLC,,718-606-6161,38-00 Ditmars Boulevard,11105,Queens,1010059,220976,mushroomhousedaycare@yahoo.com,mushroomhousedaycare.org
Holy Land ECC,,718-361-0080,45-08 Skillman Avenue,11104,Queens,1006763,211310,holylandecc4508@yahoo.com,holymountainnursery.com
SCO Corona Early Childhood Education Center,,718-289-7730,33-27 97 Street,11368,Queens,1020006,214786,gayala@sco.org,https://sco.org
Hellenic Orthodox Community of Astoria St. Demetrios,,718-728-1754,30-11 30 Drive,11102,Queens,1005480,218188,Sdupk@aol.com,
Milton's Daycare,,718-424-0663,34-47 88 Street,11372,Queens,1017773,213636,miltondiaz88@hotmail.com,
The Q StudioLab 46th st,,718-786-9100,43-12 46 Street,11104,Queens,1006769,210498,theqstudiolab@gmail.com,admin@theqstudiolab.com
Sunnyside Up,,718-784-x420,43-31 39 Street,11104,Queens,1004833,210719,prek@scsny.org,https://scsny.org
Mi Nuevo Mundo,,718-626-7394,5102 31 Avenue,11377,Queens,1009845,215010,mnmchildren@gmail.com,
My Little Footprints Daycare Corp.,,718-626-2201,28-34 38 Street,11103,Queens,1007683,218021,mylittlefootprintsdaycareinc@gmail.com,
Kathy's Day Care,,347-761-8678,34-47 88 Street,11372,Queens,1017773,213636,lisettelucia@yahoo.com,
Ravenswood,,347-592-7792,35-32 21 Street,11106,Queens,1001882,216441,colivo@queenslibrary.org,http://www.queenslibrary.org/slide-show-content/free-upk-at-ravenswood
Al Madinah School,,718-222-4986,1824 Astoria Boulevard,11102,Queens,1004603,220607,almadinahinfo@gmail.com,www.almadinah-school.com
Magic Beans,,718-.78-8091,43-12 46 Street,11104,Queens,1006791,210523,magicbeanslc@gmail.com,
Garden School,,718-335-6363,78-02 Northern Boulevard,11372,Queens,1015094,214364,info@gardenschool.org,https://http://gardenschool.org
Grace Day Care Center,,718-803-0345,89-00 23 Avenue,11369,Queens,1017472,218835,gracepreschool1004@gmail.com,
ABC KIDDIELAND DAY CARE CENTER,,718-651-3551,67-05 ROOSEVELT AVENUE,11377,Queens,1012555,211207,abckiddieland@verizon.net,https://www.abckiddieland.com
Discovery Lane Day Care Center,,347-242-2315,27-17 27 Street,11102,Queens,1005526,219560,discoverylanedcc@gmail.com,https://www.facebook.com/DiscoveryLaneDCC   https://www.facebook.com/DiscoveryLaneNYC
New Milestone,,718-545-5580,27-18 Hoyt Avenue South,11102,Queens,1006450,220310,new.milestone03@yahoo.com,https://new-milestone.com
Children of America,,347-730-5438,33-06 88 STREET,11372,Queens,1017438,214665,coaqueensny@childrenofamerica.com,https://www.childrenofamerica.com
Astoria Early Childhood Development Corporation,,646-247-9201,25-44 CRESCENT STREET,11102,Queens,1005636,220590,owners@thedayschoolofastoria.com,
BunnyHill LIC,,646-369-0968,47-28 11 Street,11101,Queens,997815,210425,bunnyhilllic@gmail.com,
Rainbow - LIC,,718-361-2821,1-55 Borden Avenue,11101,Queens,995512,209716,info@rainbowchildlearning.com,www.rainbowchildlearning.com
District 30 Pre-K Center at 96-10 23rd Avenue,,718-533-5030,96-10 23 Avenue,11369,Queens,1019209,219164,30Q389@schools.nyc.gov,https://district30prekcenters.com
District 30 Pre-K Center at 48-09 Center Boulevard,<b>Note: </b> Students also served at 5-14 49th Avenue,646-270-8855,48-09 Center Boulevard,11101,Queens,996612,211498,mcerff@schools.nyc.gov,http://district30prekcenters.com
District 30 Pre-K Center at 3252 37th Street,,718-316-9337,3252 37 Street,11103,Queens,1005951,215719,30Q389@schools.nyc.gov,https://district30prekcenters.com
District 30 Pre-K Center at 27-35 Jackson Avenue,,718-391-4660,27-35 Jackson Avenue,11101,Queens,1000862,211785,30Q389@schools.nyc.gov,https://district30prekcenters.com
P.S. 001 Tottenville,,718-984-0960,58 SUMMIT STREET,10307,Staten Island,916394,124757,agarbie@schools.nyc.gov,www.ps01.org
P.S. 003 The Margaret Gioiosa School,,718-984-1021,80 SOUTH GOFF AVENUE,10309,Staten Island,925407,129019,jguerrieri@schools.nyc.gov,www.ps3blueherons.org
P.S. 004 Maurice Wollin,,718-984-1197,200 NEDRA LANE,10312,Staten Island,929927,140491,mcorso4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r004
P.S. 6 Corporal Allan F. Kivlehan School,,718-697-3760,555 PAGE AVENUE,10307,Staten Island,920131,125360,EWaters@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r006
P.S. 8 Shirlee Solomon,,718-356-2800,112 LINDENWOOD ROAD,10308,Staten Island,941939,138820,LEsposi2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r008
Naples Street Elementary School,,718-876-4610,1055 TARGEE STREET,10304,Staten Island,958999,158749,cmazza2@schools.nyc.gov,www.ps9si.org
P.S. 11 Thomas Dongan School,,718-979-1030,50 JEFFERSON STREET,10304,Staten Island,957047,154511,jferrannini@schools.nyc.gov,https://PS11SI.org
P.S. 013 M. L. Lindemeyer,,718-447-1462,191 VERMONT AVENUE,10305,Staten Island,965019,162646,PMartuc2@schools.nyc.gov,https://ps13si.org
P.S. 016 John J. Driscoll,,718-447-0124,80 MONROE AVENUE,10301,Staten Island,962221,172351,rdiazmaniglia2@schools.nyc.gov,http://www.ps16school.org/
P.S. 018 John G. Whittier,,718-442-0216,221 BROADWAY,10310,Staten Island,951731,171264,Rrodrig18@schools.nyc.gov,NA
P.S. 019 The Curtis School,,718-442-3860,780 POST AVENUE,10310,Staten Island,948970,169185,LCartag2@schools.nyc.gov,
P.S. 022 Graniteville,,718-442-2219,1860 FOREST AVENUE,10303,Staten Island,942320,167050,mdonath@schools.nyc.gov,www.ps22.org
P.S. 023 Richmondtown,,718-351-1155,30 NATICK STREET,10306,Staten Island,947379,147315,agimm2@schools.nyc.gov,www.ps23r.org
P.S. 026 The Carteret School,,718-698-1530,4108 VICTORY BOULEVARD,10314,Staten Island,931420,154880,LKump@schools.nyc.gov,www.ps26si.org
P.S. 029 Bardwell,,718-556-4400,1581 VICTORY BOULEVARD,10314,Staten Island,951976,162938,lmanfredi@schools.nyc.gov,https://Ps29bengals.net
P.S. 030 Westerleigh,,718-442-0462,200 WARDWELL AVENUE,10314,Staten Island,947331,164417,vrusolo@schools.nyc.gov,wwwps30.org
P.S. 031 William T. Davis,,718-273-3500,55 LAYTON AVENUE,10301,Staten Island,960545,173121,dsingleton2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/31/r031
P.S. 032 The Gifford School,,718-984-1688,32 ELVERTON AVENUE,10308,Staten Island,941122,142722,NSpataroBellocch@schools.nyc.gov,ps32statenisland.com
P.S. 036 J. C. Drumgoole,,718-984-1422,255 IONIA AVENUE,10312,Staten Island,933540,137305,Bbellaf@schools.nyc.gov,PS36si.org
